onset	duration	session_number	session_type	trial_type	stimulus_direction	number_ErasedDot
12.047	8	1	rotation+90	start_session	n/a	n/a
26.071	3.50173665939161	1	rotation+90	erasing	downward	2
35.598	3.50000601123133	1	rotation+90	erasing	rightward	2
45.107	3.50004618385043	1	rotation+90	erasing	rightward	6
54.617	2.35669737672797	1	rotation+90	erasing	upward	7
64.127	3.50183401201601	1	rotation+90	erasing	leftward	5
73.654	3.50177302001036	1	rotation+90	erasing	leftward	4
83.18	3.45204723478961	1	rotation+90	erasing	downward	7
92.69	3.23624696249549	1	rotation+90	erasing	downward	7
102.2	1.87536899430341	1	rotation+90	erasing	upward	7
111.709	2.82135089668511	1	rotation+90	erasing	upward	7
121.22	2.02473020567501	1	rotation+90	erasing	downward	7
130.729	3.5000409056961	1	rotation+90	erasing	leftward	6
140.239	3.50180410247478	1	rotation+90	erasing	rightward	4
149.765	3.00392665359444	1	rotation+90	erasing	leftward	7
159.275	2.70521566685228	1	rotation+90	erasing	upward	7
168.785	3.50189471079086	1	rotation+90	erasing	rightward	5
178.312	1.17831833897656	1	rotation+90	erasing	downward	7
197.845	4	1	rotation+90	score	n/a	n/a
201.845	8	1	rotation+90	end_session	n/a	n/a
219.886	8	2	mirror	start_session	n/a	n/a
233.893	2.87121508684177	2	mirror	erasing	leftward	7
243.404	3.50186597417282	2	mirror	erasing	rightward	6
252.93	3.50006289800583	2	mirror	erasing	rightward	3
262.44	3.50181289939867	2	mirror	erasing	upward	1
271.966	3.50003885308052	2	mirror	erasing	downward	4
281.476	3.5000734543145	2	mirror	erasing	downward	2
290.986	3.50182873386168	2	mirror	erasing	leftward	0
300.512	2.73839355854045	2	mirror	erasing	leftward	7
310.022	3.50005234169716	2	mirror	erasing	upward	4
319.532	1.6098619967903	2	mirror	erasing	upward	7
329.042	0.863009902697225	2	mirror	erasing	leftward	7
338.552	3.50179120031974	2	mirror	erasing	downward	4
348.079	3.50185864340291	2	mirror	erasing	rightward	5
357.604	3.50183195940044	2	mirror	erasing	downward	2
367.131	3.50003093584902	2	mirror	erasing	upward	3
376.641	3.50182110986097	2	mirror	erasing	rightward	3
386.168	3.50000865030849	2	mirror	erasing	leftward	3
405.701	4	2	mirror	score	n/a	n/a
409.701	8	2	mirror	end_session	n/a	n/a
427.742	8	3	mirror	start_session	n/a	n/a
441.749	2.25708394288685	3	mirror	erasing	leftward	7
451.26	0.929409670693019	3	mirror	erasing	rightward	7
460.769	0.829802687929418	3	mirror	erasing	rightward	7
470.279	3.50183870370875	3	mirror	erasing	downward	4
479.805	3.07029504589502	3	mirror	erasing	upward	7
489.315	3.50000366538495	3	mirror	erasing	upward	5
498.825	3.50000337215416	3	mirror	erasing	leftward	4
508.335	3.00391111236223	3	mirror	erasing	leftward	7
517.844	3.50183254586203	3	mirror	erasing	downward	1
527.371	3.08687754066158	3	mirror	erasing	downward	7
536.881	1.04557451683629	3	mirror	erasing	leftward	7
546.391	3.5018351849392	3	mirror	erasing	upward	2
555.918	3.50001510138601	3	mirror	erasing	rightward	5
565.427	3.50002917646424	3	mirror	erasing	upward	6
574.937	3.23629270649972	3	mirror	erasing	downward	7
584.447	3.5000646573906	3	mirror	erasing	rightward	4
593.957	2.12430317366623	3	mirror	erasing	leftward	7
613.491	4	3	mirror	score	n/a	n/a
617.491	8	3	mirror	end_session	n/a	n/a
635.531	8	4	mirror	start_session	n/a	n/a
