onset	duration	session_number	session_type	trial_type	stimulus_direction	number_ErasedDot
12.038	8	1	rotation-90	start_session	n/a	n/a
26.075	1.07221083495325	1	rotation-90	erasing	upward	7
35.585	3.51532673307881	1	rotation-90	erasing	rightward	1
45.126	3.5119735568841	1	rotation-90	erasing	rightward	4
54.663	3.50006528005571	1	rotation-90	erasing	leftward	3
64.186	2.52838615755619	1	rotation-90	erasing	downward	7
73.695	1.92226553366659	1	rotation-90	erasing	downward	7
83.202	3.50002730668997	1	rotation-90	erasing	upward	4
92.714	1.87659210802527	1	rotation-90	erasing	upward	7
102.224	2.90729080088815	1	rotation-90	erasing	leftward	7
111.735	3.50003584003058	1	rotation-90	erasing	leftward	4
121.246	3.50984363506657	1	rotation-90	erasing	upward	4
130.781	3.51249409066162	1	rotation-90	erasing	downward	4
140.32	3.50005290671181	1	rotation-90	erasing	rightward	1
149.834	3.50164522807059	1	rotation-90	erasing	downward	1
159.36	2.81374192105977	1	rotation-90	erasing	leftward	7
168.867	3.51093846266749	1	rotation-90	erasing	rightward	2
178.401	3.50001834668232	1	rotation-90	erasing	upward	6
197.949	4	1	rotation-90	score	n/a	n/a
201.949	8	1	rotation-90	end_session	n/a	n/a
219.971	8	2	mirror	start_session	n/a	n/a
233.979	3.50000384000328	2	mirror	erasing	leftward	6
243.492	2.62161077044119	2	mirror	erasing	rightward	7
252.999	3.50003370669543	2	mirror	erasing	rightward	4
262.512	3.50806827355159	2	mirror	erasing	upward	5
272.044	3.5001540267981	2	mirror	erasing	downward	6
281.566	3.51437441226617	2	mirror	erasing	downward	6
291.105	2.88346187388747	2	mirror	erasing	leftward	7
300.614	3.50670933905864	2	mirror	erasing	leftward	6
310.145	3.01294721104829	2	mirror	erasing	upward	7
319.653	3.17716153784451	2	mirror	erasing	upward	7
329.161	3.5000443733712	2	mirror	erasing	leftward	4
338.674	3.50009642674895	2	mirror	erasing	downward	5
348.196	1.72987923616361	2	mirror	erasing	rightward	7
357.705	3.50800683349916	2	mirror	erasing	downward	5
367.239	2.86081908123228	2	mirror	erasing	upward	7
376.747	3.50868480741104	2	mirror	erasing	rightward	6
386.282	3.36133620167356	2	mirror	erasing	leftward	7
405.803	4	2	mirror	score	n/a	n/a
409.803	8	2	mirror	end_session	n/a	n/a
427.821	8	3	rotation-90	start_session	n/a	n/a
441.828	2.50600235178867	3	rotation-90	erasing	downward	7
451.337	3.50024533354268	3	rotation-90	erasing	leftward	4
460.849	3.00906240773325	3	rotation-90	erasing	leftward	7
470.357	3.50680960581086	3	rotation-90	erasing	rightward	1
479.889	3.5127018775056	3	rotation-90	erasing	upward	6
489.426	2.11363465696824	3	rotation-90	erasing	upward	7
498.935	2.42500900267435	3	rotation-90	erasing	downward	7
508.443	3.50004906670854	3	rotation-90	erasing	downward	4
517.957	3.51362731829531	3	rotation-90	erasing	rightward	1
527.494	3.5000665600568	3	rotation-90	erasing	rightward	1
537.007	3.50781995333969	3	rotation-90	erasing	downward	1
546.54	3.50003669336464	3	rotation-90	erasing	upward	6
556.051	3.50015146679592	3	rotation-90	erasing	leftward	3
565.563	3.50003157336028	3	rotation-90	erasing	upward	6
575.076	3.50415147020925	3	rotation-90	erasing	rightward	4
584.604	3.50017962681995	3	rotation-90	erasing	leftward	2
594.116	1.93690362615776	3	rotation-90	erasing	downward	7
613.638	4	3	rotation-90	score	n/a	n/a
617.638	8	3	rotation-90	end_session	n/a	n/a
635.66	8	4	rotation+90	start_session	n/a	n/a
649.667	3.50007722673257	4	rotation+90	erasing	leftward	0
659.188	3.50001280001092	4	rotation+90	erasing	rightward	0
668.702	3.51799852202541	4	rotation+90	erasing	rightward	0
678.244	3.50004010670089	4	rotation+90	erasing	downward	3
687.757	1.54117208846685	4	rotation+90	erasing	upward	7
697.265	1.63398880767045	4	rotation+90	erasing	upward	7
706.774	3.51398102526381	4	rotation+90	erasing	leftward	1
716.314	3.50003029335918	4	rotation+90	erasing	leftward	2
725.826	3.50471595069094	4	rotation+90	erasing	downward	2
735.356	3.50001237334389	4	rotation+90	erasing	downward	5
744.868	3.50413056352475	4	rotation+90	erasing	leftward	3
754.397	0.662733365532472	4	rotation+90	erasing	upward	7
763.905	3.50005290671181	4	rotation+90	erasing	rightward	3
773.418	3.50127872109118	4	rotation+90	erasing	upward	2
782.944	3.51196331687536	4	rotation+90	erasing	downward	2
792.481	3.50002389335372	4	rotation+90	erasing	rightward	0
801.996	3.50320512273504	4	rotation+90	erasing	leftward	1
821.538	4	4	rotation+90	score	n/a	n/a
825.538	8	4	rotation+90	end_session	n/a	n/a
843.558	8	5	mirror	start_session	n/a	n/a
857.565	2.29096771495912	5	mirror	erasing	rightward	7
867.073	3.50004224003604	5	mirror	erasing	upward	5
876.585	3.50005162671072	5	mirror	erasing	upward	4
886.1	2.90321869074662	5	mirror	erasing	downward	7
895.608	3.46561149065514	5	mirror	erasing	leftward	7
905.118	3.51118678287939	5	mirror	erasing	leftward	6
914.654	1.81031237146656	5	mirror	erasing	rightward	7
924.162	2.5077533932829	5	mirror	erasing	rightward	7
933.67	2.4555088687009	5	mirror	erasing	downward	7
943.178	3.10034141895801	5	mirror	erasing	downward	7
952.687	2.42957135323422	5	mirror	erasing	rightward	7
962.194	3.27579970201575	5	mirror	erasing	leftward	7
971.703	3.50014080012015	5	mirror	erasing	upward	3
981.215	3.5159411336031	5	mirror	erasing	leftward	5
990.756	2.94528507330993	5	mirror	erasing	downward	7
1000.264	3.35775945195473	5	mirror	erasing	upward	7
1009.772	3.05390639266679	5	mirror	erasing	rightward	7
1029.29	4	5	mirror	score	n/a	n/a
1033.29	8	5	mirror	end_session	n/a	n/a
1051.311	8	6	mirror	start_session	n/a	n/a
1065.319	2.66510691422457	6	mirror	erasing	downward	7
1074.827	3.2778050370603	6	mirror	erasing	leftward	7
1084.336	2.10754654510639	6	mirror	erasing	leftward	7
1093.844	3.50322090941518	6	mirror	erasing	upward	6
1103.374	3.50003498669652	6	mirror	erasing	rightward	5
1112.888	2.61743199354197	6	mirror	erasing	rightward	7
1122.396	2.94723152830424	6	mirror	erasing	downward	7
1131.904	1.71061777972717	6	mirror	erasing	downward	7
1141.411	3.50770859324467	6	mirror	erasing	upward	3
1150.943	3.51356203823961	6	mirror	erasing	upward	6
1160.481	2.09908317788431	6	mirror	erasing	downward	7
1169.99	1.52527362156682	6	mirror	erasing	rightward	7
1179.498	2.75395691004323	6	mirror	erasing	leftward	7
1189.007	2.95028262424117	6	mirror	erasing	rightward	7
1198.516	2.62981344410747	6	mirror	erasing	upward	7
1208.024	2.6752650028928	6	mirror	erasing	leftward	7
1217.534	1.80300825856705	6	mirror	erasing	downward	7
1237.053	4	6	mirror	score	n/a	n/a
1241.053	8	6	mirror	end_session	n/a	n/a
1259.073	8	7	rotation-90	start_session	n/a	n/a
1273.081	2.73131027738477	7	rotation-90	erasing	leftward	7
1282.59	3.35955700015531	7	rotation-90	erasing	downward	7
1292.098	1.93928656152453	7	rotation-90	erasing	downward	7
1301.608	3.50136149449514	7	rotation-90	erasing	rightward	0
1311.136	3.50001834668232	7	rotation-90	erasing	upward	3
1320.648	3.50204330841029	7	rotation-90	erasing	upward	2
1330.175	3.51374635839689	7	rotation-90	erasing	leftward	1
1339.714	3.51026816876217	7	rotation-90	erasing	leftward	3
1349.254	3.50000853334062	7	rotation-90	erasing	rightward	5
1358.768	1.8811774986048	7	rotation-90	erasing	rightward	7
1368.275	3.51326550465323	7	rotation-90	erasing	leftward	6
1377.813	3.50026240022391	7	rotation-90	erasing	upward	3
1387.326	2.43900496128423	7	rotation-90	erasing	downward	7
1396.835	1.63328096706643	7	rotation-90	erasing	upward	7
1406.341	3.51404929198873	7	rotation-90	erasing	rightward	2
1415.88	1.27959447858729	7	rotation-90	erasing	downward	7
1425.39	3.50851286059764	7	rotation-90	erasing	leftward	5
1444.933	4	7	rotation-90	score	n/a	n/a
1448.933	8	7	rotation-90	end_session	n/a	n/a
1466.954	8	8	rotation-90	start_session	n/a	n/a
1480.961	3.51288193099258	8	rotation-90	erasing	rightward	0
1490.497	1.32893510735796	8	rotation-90	erasing	downward	7
1500.008	3.50710187272693	8	rotation-90	erasing	downward	3
1509.539	3.50003072002621	8	rotation-90	erasing	leftward	4
1519.053	3.50400299008255	8	rotation-90	erasing	upward	6
1528.581	3.51360470494268	8	rotation-90	erasing	upward	5
1538.119	3.50009472008083	8	rotation-90	erasing	rightward	5
1547.641	3.12817333604125	8	rotation-90	erasing	rightward	7
1557.15	1.44597840723491	8	rotation-90	erasing	leftward	7
1566.659	3.5060416051555	8	rotation-90	erasing	leftward	5
1576.189	3.50002645335591	8	rotation-90	erasing	rightward	6
1585.702	3.50222890856867	8	rotation-90	erasing	upward	6
1595.229	1.79476590486691	8	rotation-90	erasing	downward	7
1604.738	3.50956160815924	8	rotation-90	erasing	upward	5
1614.272	3.50003114669324	8	rotation-90	erasing	leftward	5
1623.787	1.66649699541077	8	rotation-90	erasing	downward	7
1633.295	3.502316801977	8	rotation-90	erasing	rightward	5
1652.828	4	8	rotation-90	score	n/a	n/a
1656.828	8	8	rotation-90	end_session	n/a	n/a
1674.847	8	9	mirror	start_session	n/a	n/a
1688.854	2.7299692629071	9	mirror	erasing	upward	7
1698.364	2.80801050283563	9	mirror	erasing	downward	7
1707.872	2.55351983233692	9	mirror	erasing	downward	7
1717.381	3.23367486606922	9	mirror	erasing	leftward	7
1726.886	2.39782561947786	9	mirror	erasing	rightward	7
1736.393	2.76129942297551	9	mirror	erasing	rightward	7
1745.902	3.50828886040649	9	mirror	erasing	upward	7
1755.435	3.29755246724477	9	mirror	erasing	upward	7
1764.942	2.57606065157176	9	mirror	erasing	leftward	7
1774.45	2.05555247407144	9	mirror	erasing	leftward	7
1783.96	3.50120661436298	9	mirror	erasing	upward	4
1793.486	3.50001536001311	9	mirror	erasing	rightward	5
1803	3.50228949528704	9	mirror	erasing	downward	6
1812.525	3.500027733357	9	mirror	erasing	rightward	2
1822.038	2.32294171557693	9	mirror	erasing	leftward	7
1831.547	1.40163447606142	9	mirror	erasing	downward	7
1841.054	3.44836390260386	9	mirror	erasing	upward	7
1860.574	4	9	mirror	score	n/a	n/a
1864.574	8	9	mirror	end_session	n/a	n/a
1882.595	8	10	mirror	start_session	n/a	n/a
1896.603	2.09210845193255	10	mirror	erasing	upward	7
1906.112	2.48612649482794	10	mirror	erasing	rightward	7
1915.622	3.50002688002294	10	mirror	erasing	rightward	5
1925.133	3.5081612869643	10	mirror	erasing	leftward	5
1934.667	3.51163862326496	10	mirror	erasing	downward	6
1944.203	1.95331921349906	10	mirror	erasing	downward	7
1953.711	3.19223483070706	10	mirror	erasing	upward	7
1963.221	2.11291657635548	10	mirror	erasing	upward	7
1972.73	3.10205278041837	10	mirror	erasing	leftward	7
1982.24	2.53362434869278	10	mirror	erasing	leftward	7
1991.749	2.68871013436598	10	mirror	erasing	upward	7
2001.259	3.0172049213482	10	mirror	erasing	downward	7
2010.768	3.50004138670198	10	mirror	erasing	rightward	6
2020.281	2.93232719558587	10	mirror	erasing	downward	7
2029.79	2.79918617530554	10	mirror	erasing	leftward	7
2039.297	3.22890558199943	10	mirror	erasing	rightward	7
2048.805	3.22578280600133	10	mirror	erasing	upward	7
2068.323	4	10	mirror	score	n/a	n/a
2072.323	8	10	mirror	end_session	n/a	n/a
2090.341	8	11	rotation+90	start_session	n/a	n/a
2104.348	3.50794752678189	11	rotation+90	erasing	leftward	1
2113.881	3.5000721067282	11	rotation+90	erasing	rightward	0
2123.394	3.50004096003495	11	rotation+90	erasing	rightward	2
2132.908	3.50476373739839	11	rotation+90	erasing	downward	0
2142.428	3.50004608003932	11	rotation+90	erasing	upward	6
2151.941	1.51948332329244	11	rotation+90	erasing	upward	7
2161.45	3.51556267994682	11	rotation+90	erasing	leftward	1
2170.991	3.51220097041149	11	rotation+90	erasing	leftward	3
2180.528	3.51276417089209	11	rotation+90	erasing	downward	1
2190.065	3.50004949337557	11	rotation+90	erasing	downward	2
2199.587	3.50007296006226	11	rotation+90	erasing	leftward	1
2209.101	1.91195427153431	11	rotation+90	erasing	upward	7
2218.61	3.50015616013326	11	rotation+90	erasing	rightward	3
2228.124	3.50001962668341	11	rotation+90	erasing	upward	3
2237.636	3.51454465241144	11	rotation+90	erasing	downward	3
2247.175	3.50001834668232	11	rotation+90	erasing	rightward	1
2256.689	3.50001877334935	11	rotation+90	erasing	leftward	1
2276.209	4	11	rotation+90	score	n/a	n/a
2280.209	8	11	rotation+90	end_session	n/a	n/a
2298.229	8	12	rotation+90	start_session	n/a	n/a
2312.236	3.50004565337229	12	rotation+90	erasing	leftward	3
2321.748	3.50641963214475	12	rotation+90	erasing	upward	0
2331.279	3.50003413336246	12	rotation+90	erasing	upward	2
2340.792	3.50000725333952	12	rotation+90	erasing	downward	3
2350.304	3.50009557341489	12	rotation+90	erasing	rightward	1
2359.818	3.50005034670963	12	rotation+90	erasing	rightward	1
2369.33	3.50017578681667	12	rotation+90	erasing	leftward	1
2378.852	3.51387649184127	12	rotation+90	erasing	leftward	3
2388.39	3.50002389335372	12	rotation+90	erasing	downward	2
2397.91	3.50007680006554	12	rotation+90	erasing	downward	4
2407.422	3.50425771029991	12	rotation+90	erasing	leftward	6
2416.951	3.50005674671509	12	rotation+90	erasing	rightward	1
2426.459	3.50000640000546	12	rotation+90	erasing	upward	6
2435.977	3.50005802671618	12	rotation+90	erasing	rightward	3
2445.486	3.50978816835257	12	rotation+90	erasing	downward	4
2455.02	1.46230951450412	12	rotation+90	erasing	upward	7
2464.527	3.50914688780534	12	rotation+90	erasing	leftward	3
2484.069	4	12	rotation+90	score	n/a	n/a
2488.069	8	12	rotation+90	end_session	n/a	n/a
2506.088	8	13	rotation-90	start_session	n/a	n/a
2520.096	3.50000384000328	13	rotation-90	erasing	downward	2
2529.609	3.50006826672492	13	rotation-90	erasing	upward	5
2539.12	3.51576918678971	13	rotation-90	erasing	upward	4
2548.66	3.51472043922811	13	rotation-90	erasing	rightward	6
2558.2	3.50003669336464	13	rotation-90	erasing	leftward	5
2567.713	3.50003925336683	13	rotation-90	erasing	leftward	1
2577.225	1.32790555981274	13	rotation-90	erasing	downward	7
2586.734	3.50006741339086	13	rotation-90	erasing	downward	0
2596.248	3.51442518564283	13	rotation-90	erasing	rightward	1
2605.787	3.51326337131808	13	rotation-90	erasing	rightward	3
2615.326	3.50001280001092	13	rotation-90	erasing	downward	5
2624.846	3.51302443778085	13	rotation-90	erasing	leftward	4
2634.384	2.5141307853916	13	rotation-90	erasing	upward	7
2643.892	3.50862208735751	13	rotation-90	erasing	leftward	2
2653.426	3.51154944985553	13	rotation-90	erasing	rightward	3
2662.963	3.5125755840645	13	rotation-90	erasing	upward	3
2672.501	3.23035923657322	13	rotation-90	erasing	downward	7
2692.019	4	13	rotation-90	score	n/a	n/a
2696.019	8	13	rotation-90	end_session	n/a	n/a
2714.038	8	14	rotation+90	start_session	n/a	n/a
